0, {44 1001700}, {50 1000100}, {58 1000000}, {51 996304927100}, {66 174989300}, {66 180991400}
0, {52 1000500}, {53 1999700}, {64 0}, {48 1049920870000}, {68 186074200}, {68 147993000}
0, {44 999200}, {52 2001000}, {66 0}, {49 1037161575400}, {66 173249300}, {70 158991500}
0, {47 998300}, {53 1999700}, {63 0}, {51 1072079101800}, {65 264824400}, {67 145991600}
0, {52 2000100}, {53 1000000}, {62 0}, {50 1041712136400}, {67 185990300}, {67 138991700}
0, {49 2998900}, {50 999700}, {61 0}, {49 1013454193800}, {68 162257300}, {68 156989600}
0, {55 997900}, {51 2001400}, {61 0}, {42 1040351433800}, {62 200989400}, {66 154991700}
0, {46 999200}, {46 1000400}, {60 999200}, {51 969424580700}, {63 171990400}, {64 133992700}
0, {53 999600}, {48 2000100}, {60 0}, {49 1002745933300}, {63 196991400}, {66 164989600}
0, {48 2000100}, {50 1000000}, {62 0}, {54 1029590923700}, {67 190591100}, {68 165991800}
0, {56 999600}, {52 1999700}, {69 0}, {46 1004814735100}, {71 154799200}, {71 153992000}
0, {52 2001400}, {58 1000000}, {67 1000100}, {53 1073587137200}, {70 203988400}, {70 141993100}
0, {55 1001400}, {55 3001900}, {63 0}, {56 1026630736700}, {63 193990300}, {66 145703800}
0, {46 2001000}, {58 1000000}, {66 999600}, {49 1014714997500}, {66 210675200}, {70 153993700}
0, {52 3001000}, {53 999700}, {68 1002200}, {49 1055748198500}, {69 166445300}, {69 137991600}
