0, {87 5999900}, {96 4658500}, {97 1320500}, {90 2667475262100}, {98 918373700}, {99 707419200}
0, {93 6001200}, {97 3999700}, {97 1000500}, {90 2748909338200}, {97 626847700}, {100 669083500}
0, {93 5999500}, {92 4999800}, {96 0}, {96 2749451191200}, {100 840524700}, {100 669387300}
0, {93 4000200}, {96 3999800}, {96 1000000}, {89 2700091733400}, {100 738052600}, {100 698104800}
0, {93 1999700}, {90 3000200}, {99 0}, {87 2709010291400}, {96 729502500}, {100 691748600}
0, {93 1997900}, {98 5002400}, {98 0}, {100 2822512914800}, {100 757960000}, {100 614312800}
0, {94 2000100}, {99 3000200}, {99 0}, {91 2731510430000}, {100 1075084900}, {100 837314600}
0, {91 3999800}, {99 5000300}, {99 999600}, {96 2860668466800}, {100 781831200}, {100 900091700}
0, {93 4001500}, {99 1999700}, {98 1000000}, {96 2790775070900}, {99 646274700}, {100 645442400}
0, {93 2000100}, {100 3000200}, {99 0}, {94 2785893699100}, {99 1060874100}, {100 816524300}
0, {92 4000200}, {94 5162400}, {93 0}, {87 2641405360600}, {98 696373700}, {100 678617000}
0, {91 4001500}, {99 5620100}, {100 999600}, {99 2795418653000}, {100 780188800}, {100 777820800}
