0, {91 4064800}, {95 4000200}, {94 0}, {91 2267427248900}, {93 486347000}, {100 608117400}
0, {77 2001000}, {92 6618400}, {94 5770200}, {88 2221876328700}, {98 572165500}, {100 546970900}
0, {85 2999700}, {83 4000200}, {92 999200}, {81 2193911324600}, {93 476731400}, {97 587099700}
0, {82 2999300}, {90 4000700}, {95 0}, {87 2255919611100}, {99 537971300}, {100 492971800}
0, {76 4056700}, {84 2000100}, {91 998800}, {86 2171638919800}, {94 448976700}, {98 486971900}
0, {92 3999800}, {89 3000200}, {94 1000900}, {89 2248176442800}, {99 586969200}, {100 533801600}
0, {79 3000600}, {97 4999800}, {98 0}, {81 2296936997100}, {99 531971800}, {100 600584900}
0, {91 4000200}, {89 2999700}, {94 1000100}, {99 2206196423300}, {95 611570600}, {100 505189800}
0, {80 3001400}, {94 4000200}, {93 1000500}, {81 2246597838900}, {96 556654900}, {99 481043900}
0, {70 3338500}, {83 2999700}, {86 0}, {78 2054486717400}, {88 411978600}, {91 337981400}
0, {81 4000200}, {91 3001000}, {93 999200}, {85 2223724805100}, {97 741446300}, {100 556970600}
0, {95 3998500}, {88 3000200}, {98 0}, {86 2285710323900}, {100 535972000}, {100 563676700}
0, {84 2999300}, {88 4000200}, {98 1000500}, {85 2239975328400}, {99 502972400}, {99 546879300}
0, {87 2999700}, {75 4001500}, {90 0}, {83 2187894097000}, {92 447778100}, {96 484135600}
0, {89 3000600}, {83 3000200}, {95 0}, {91 2264648090500}, {98 549561300}, {100 513819400}
