0, {62 2000600}, {70 3000500}, {76 0}, {72 1361760807500}, {78 250306500}, {85 230987200}
0, {66 3000600}, {71 2001000}, {76 999600}, {67 1341199580100}, {75 260910900}, {83 229988900}
0, {59 2001800}, {64 2999700}, {75 0}, {70 1336753864900}, {81 267985800}, {84 220999500}
0, {63 2000100}, {70 1999200}, {79 0}, {49 1361280229400}, {85 234446800}, {86 183989800}
0, {71 2004000}, {65 1999700}, {74 0}, {66 1365569162400}, {83 261574800}, {85 237985900}
0, {60 1971400}, {58 1000500}, {74 1000100}, {59 1352804736200}, {82 207989900}, {84 222985900}
0, {68 2001800}, {66 3000100}, {76 0}, {58 1299546624500}, {80 238271100}, {82 188988400}
0, {56 1999700}, {58 999200}, {79 0}, {56 1379216682700}, {79 231723400}, {85 199989000}
0, {64 999200}, {67 2001800}, {74 999200}, {71 1300717172100}, {74 247986400}, {79 205989300}
0, {61 2000100}, {66 2999800}, {70 0}, {64 1338330303900}, {82 211227000}, {82 223094100}
0, {54 1997100}, {64 2000100}, {71 0}, {67 1339211471200}, {77 486371400}, {79 182415700}
0, {55 3001000}, {70 2000600}, {77 0}, {54 1324858471400}, {78 266281200}, {84 195119200}
0, {64 1000000}, {66 1010800}, {76 988900}, {60 1361223654500}, {84 246986300}, {85 214988500}
0, {67 2000100}, {72 1999700}, {77 0}, {55 1274047383200}, {81 204988800}, {82 169990800}
0, {59 998800}, {69 1000000}, {78 0}, {65 1344412337900}, {84 520972000}, {85 228155200}
