0, {25 2001900}, {30 1002200}, {34 0}, {23 516044678600}, {35 513034500}, {35 89993700}
0, {23 0}, {28 1002200}, {36 998700}, {25 529536531900}, {37 138992600}, {37 78995700}
0, {24 1002200}, {28 0}, {32 998700}, {26 530020816800}, {36 178038700}, {36 153990700}
0, {22 0}, {31 1002200}, {34 0}, {21 488957491300}, {35 125080700}, {35 82436400}
0, {24 1001300}, {29 1000500}, {33 0}, {29 493030097000}, {35 133991800}, {35 126824700}
0, {26 1000500}, {25 999600}, {38 0}, {30 515540630500}, {38 121992900}, {38 116994300}
0, {23 1000900}, {24 0}, {35 0}, {23 494978599800}, {35 136728500}, {35 132312500}
0, {19 1002200}, {31 0}, {35 0}, {27 532122722200}, {36 123993400}, {36 84995200}
0, {28 1059600}, {35 941800}, {38 0}, {29 564468511200}, {39 119994000}, {39 83994700}
0, {22 1001800}, {33 0}, {38 999600}, {29 523912729700}, {38 128994600}, {38 126991000}
0, {23 0}, {27 1000500}, {34 0}, {28 543233489100}, {36 127993200}, {36 122993300}
0, {29 0}, {32 1001400}, {35 0}, {24 539644585200}, {38 117993100}, {38 121993700}
