0, {75 2999300}, {79 2999800}, {86 0}, {78 1910179045600}, {82 573267400}, {96 507774600}
0, {79 2999800}, {81 3003100}, {85 0}, {80 1912470071500}, {90 503043800}, {93 408978000}
0, {84 2998000}, {76 2000500}, {92 0}, {81 1923288814600}, {91 361979700}, {100 568559700}
0, {80 2000200}, {84 1999600}, {85 0}, {71 1828474228800}, {92 675657800}, {95 453390600}
0, {75 2998100}, {84 2000500}, {92 0}, {82 1861831600800}, {90 402979000}, {97 430976600}
0, {86 2998100}, {93 3687500}, {90 1000100}, {84 2030626542700}, {95 554506400}, {100 438237900}
0, {71 3998100}, {86 3004000}, {89 0}, {85 1826120049300}, {94 460416100}, {99 531646300}
0, {73 3000200}, {84 2998400}, {94 0}, {80 1911076299700}, {96 435938400}, {100 507971800}
0, {74 3998500}, {75 3002700}, {85 999200}, {73 1868245917000}, {96 436976500}, {97 351117300}
0, {74 1999700}, {80 2998400}, {87 1001400}, {71 1831070112800}, {95 378033200}, {96 362155100}
